Gyr, 47.835, 0.47, -0.35, 0.26
Acc, 47.838, -7.84, -4.82, -14.64
Gyr, 47.841, 0.64, -0.38, 0.29
Gyr, 47.844, 0.59, -0.41, 0.41
Acc, 47.847, -7.84, -4.82, -14.64
Gyr, 47.851, 0.27, -0.48, 0.42
Gyr, 47.854, -0.09, -0.54, 0.41
Acc, 47.857, -7.84, -4.82, -14.64
Gyr, 47.860, -0.14, -0.55, 0.42
Gyr, 47.863, 0.03, -0.56, 0.43
Acc, 47.865, -7.84, -4.82, -14.64
Gyr, 47.868, 0.21, -0.56, 0.43
Gyr, 47.871, 0.32, -0.55, 0.41
Acc, 47.874, -7.84, -4.82, -14.64
Gyr, 47.879, 0.34, -0.52, 0.39
Gyr, 47.885, 0.27, -0.49, 0.36
Acc, 47.891, -7.84, -4.82, -14.64
Gyr, 47.895, 0.19, -0.46, 0.33
Gyr, 47.898, 0.14, -0.42, 0.28
Acc, 47.901, -4.52, -3.85, -6.81
Gyr, 47.905, 0.14, -0.37, 0.24
Gyr, 47.909, 0.15, -0.32, 0.20
Acc, 47.913, -5.99, -4.93, -9.45
Gyr, 47.917, 0.17, -0.27, 0.15
Gyr, 47.920, 0.17, -0.22, 0.11
Acc, 47.925, -5.95, -2.79, -6.05
Gyr, 47.931, 0.17, -0.16, 0.08
Gyr, 47.936, 0.19, -0.12, 0.05
Acc, 47.940, -6.38, -2.35, -5.82
Gyr, 47.945, 0.18, -0.07, 0.03
Gyr, 47.948, 0.18, -0.02, 0.02
Acc, 47.953, -5.76, -2.75, -4.82
Gyr, 48.004, 0.18, 0.01, 0.01
Gyr, 48.008, 0.13, 0.03, 0.01
Acc, 48.011, -5.84, -3.11, -5.18
Gyr, 48.014, 0.06, 0.05, -0.01
Gyr, 48.017, 0.03, 0.06, -0.02
Acc, 48.020, -5.98, -3.15, -6.36
Gyr, 48.023, 0.01, 0.06, -0.02
Gyr, 48.027, 0.01, 0.05, -0.02
Acc, 48.029, -5.83, -3.75, -7.71
Gyr, 48.032, 0.03, 0.04, -0.02
Gyr, 48.036, 0.08, 0.03, -0.02
