Gyr, 6.470, -0.00, -0.02, 0.05
Gyr, 6.472, 0.01, -0.03, 0.05
Acc, 6.480, -0.55, 1.12, 9.56
Gyr, 6.485, 0.05, -0.03, 0.05
Gyr, 6.493, 0.10, -0.05, 0.05
Gyr, 6.501, 0.15, -0.06, 0.05
Acc, 6.505, -0.65, 0.96, 9.45
Gyr, 6.519, 0.16, -0.07, 0.04
Gyr, 6.524, 0.13, -0.07, 0.04
Acc, 6.527, -0.64, 0.83, 9.44
Gyr, 6.539, 0.09, -0.08, 0.04
Gyr, 6.547, 0.05, -0.09, 0.04
Acc, 6.550, -0.53, 1.37, 9.33
Gyr, 6.553, -0.00, -0.10, 0.04
Gyr, 6.568, -0.04, -0.11, 0.04
Acc, 6.573, -0.56, 1.62, 9.19
Gyr, 6.577, -0.05, -0.12, 0.04
Gyr, 6.585, -0.04, -0.14, 0.04
Acc, 6.589, -0.49, 1.53, 8.94
Gyr, 6.591, -0.01, -0.16, 0.04
Gyr, 6.602, 0.01, -0.18, 0.03
Acc, 6.607, -0.49, 1.19, 8.78
Gyr, 6.614, 0.02, -0.21, 0.03
Gyr, 6.616, -0.00, -0.23, 0.04
Acc, 6.629, -0.49, 1.19, 8.78
Gyr, 6.634, -0.04, -0.25, 0.04
Gyr, 6.637, -0.12, -0.26, 0.04
Acc, 6.646, -0.49, 1.19, 8.78
Gyr, 6.652, -0.23, -0.26, 0.04
Gyr, 6.655, -0.39, -0.25, 0.07
Acc, 6.665, -0.40, 1.09, 8.84
Gyr, 6.672, -0.53, -0.24, 0.17
Gyr, 6.683, -0.68, -0.21, 0.21
Acc, 6.689, -0.15, 1.71, 8.85
Gyr, 6.693, -0.49, -0.19, 0.08
Gyr, 6.708, -0.06, -0.22, -0.17
Acc, 6.713, -0.12, 0.60, 11.00
Gyr, 6.717, -0.37, -0.04, -0.19
Gyr, 6.721, -1.03, 0.29, -0.32
Acc, 6.728, -0.12, 0.60, 11.00
Gyr, 6.736, -0.93, 0.46, 0.05
Gyr, 6.739, -0.53, 0.54, -0.15
Acc, 6.750, 1.42, 10.65, 16.55
Gyr, 6.755, -0.22, 0.58, -0.21
Gyr, 6.761, 0.15, 0.48, -0.05
Acc, 6.768, -1.98, -2.61, 11.42
Gyr, 6.772, 0.35, 0.38, -0.14
Gyr, 6.779, 0.42, 0.31, -0.11
Acc, 6.786, -1.50, -1.61, 5.84
Gyr, 6.791, 0.43, 0.22, -0.06
Gyr, 6.799, 0.20, 0.16, -0.06
Acc, 6.806, -0.62, 1.85, 4.64
Gyr, 6.821, -0.16, 0.18, 0.05
Gyr, 6.824, -0.26, 0.18, 0.11
Acc, 6.833, -0.35, 1.57, 9.49
Gyr, 6.840, -0.10, 0.15, 0.05
Gyr, 6.850, 0.15, 0.10, 0.04
Gyr, 6.856, 0.38, 0.06, 0.04
Acc, 6.859, -0.86, -1.33, 11.09
Gyr, 6.862, 0.54, 0.04, 0.03
Gyr, 6.866, 0.60, 0.02, 0.03
Acc, 6.870, -0.86, -1.33, 11.09
Gyr, 6.875, 0.58, 0.01, 0.03
Gyr, 6.892, 0.51, 0.01, 0.04
Acc, 6.896, -0.48, 0.18, 8.85
Gyr, 6.901, 0.40, 0.01, 0.05
Gyr, 6.906, 0.27, 0.03, 0.07
Acc, 6.910, -0.38, 1.47, 9.14
Gyr, 6.913, 0.16, 0.03, 0.09
Gyr, 6.929, 0.09, 0.03, 0.08
Acc, 6.934, -0.24, 1.75, 10.05
Gyr, 6.939, 0.05, 0.03, 0.07
Gyr, 6.943, 0.07, 0.03, 0.05
Acc, 6.955, -0.69, 0.96, 9.82
Gyr, 6.959, 0.13, 0.02, 0.04
Gyr, 6.963, 0.20, 0.01, 0.04
Acc, 6.978, -0.63, 0.37, 9.44
Gyr, 6.982, 0.25, -0.00, 0.03
Gyr, 6.998, 0.26, -0.00, 0.05
Acc, 7.002, -0.73, 0.52, 9.14
Gyr, 7.007, 0.23, 0.00, 0.07
Gyr, 7.013, 0.19, 0.00, 0.07
Acc, 7.016, -0.44, 1.16, 9.06
Gyr, 7.019, 0.15, 0.00, 0.07
Gyr, 7.026, 0.12, 0.00, 0.07
Acc, 7.031, -0.42, 1.29, 9.46
Gyr, 7.039, 0.09, 0.01, 0.06
Gyr, 7.049, 0.08, 0.02, 0.05
Acc, 7.062, -0.51, 1.44, 9.78
Gyr, 7.069, 0.08, 0.02, 0.05
Gyr, 7.079, 0.08, 0.02, 0.03
Acc, 7.088, -0.40, 1.19, 10.38
Gyr, 7.114, 0.04, 0.03, 0.04
Gyr, 7.119, 0.02, 0.04, 0.05
Acc, 7.122, -0.62, 1.62, 9.96
Gyr, 7.126, 0.01, 0.03, 0.05
Gyr, 7.129, 0.01, 0.02, 0.04
Acc, 7.132, -0.62, 1.62, 9.96
Gyr, 7.135, 0.02, 0.02, 0.03
Gyr, 7.146, 0.03, 0.02, 0.03
Gyr, 7.149, 0.04, 0.01, 0.03
Acc, 7.158, -0.62, 1.62, 9.96
Gyr, 7.164, 0.05, 0.01, 0.02
Gyr, 7.167, 0.06, 0.01, 0.01
Acc, 7.171, -0.62, 1.62, 9.96
Gyr, 7.175, 0.05, 0.00, 0.02
Acc, 7.184, -0.62, 1.62, 9.96
Gyr, 7.190, 0.05, 0.00, 0.02
Gyr, 7.199, 0.06, 0.00, 0.01
Gyr, 7.202, 0.06, -0.00, 0.01
Acc, 7.205, -0.62, 1.62, 9.96
Gyr, 7.208, 0.04, -0.00, 0.01
Gyr, 7.210, 0.02, -0.01, 0.01
Acc, 7.213, -0.62, 1.42, 9.83
Gyr, 7.227, -0.01, -0.01, 0.01
Gyr, 7.231, -0.03, -0.01, 0.00
Acc, 7.233, -0.76, 1.48, 9.87
Gyr, 7.238, -0.04, -0.01, -0.00
Gyr, 7.248, -0.05, -0.02, -0.01
Acc, 7.266, -0.73, 1.56, 9.86
Gyr, 7.285, -0.07, -0.03, -0.01
Gyr, 7.289, -0.05, -0.03, -0.01
Acc, 7.293, -0.75, 1.66, 9.47
Gyr, 7.298, -0.03, -0.06, -0.01
Gyr, 7.302, -0.02, -0.08, -0.02
Acc, 7.305, -0.76, 1.31, 9.17
Gyr, 7.309, -0.05, -0.09, -0.01
Gyr, 7.314, -0.08, -0.10, -0.01
Acc, 7.322, -0.88, 1.31, 8.91
Gyr, 7.327, -0.11, -0.12, -0.01
Gyr, 7.343, -0.14, -0.14, -0.01
Acc, 7.349, -0.66, 1.54, 8.63
Gyr, 7.352, -0.16, -0.17, -0.01
Gyr, 7.359, -0.17, -0.21, -0.01
Acc, 7.369, -0.73, 1.35, 8.37
Gyr, 7.371, -0.20, -0.24, -0.01
Gyr, 7.375, -0.29, -0.25, 0.00
Acc, 7.389, -0.56, 1.66, 8.44
Gyr, 7.393, -0.40, -0.28, 0.03
Gyr, 7.397, -0.59, -0.31, 0.03
Acc, 7.403, -0.56, 1.66, 8.44
Gyr, 7.407, -0.91, -0.26, 0.09
Gyr, 7.410, -1.06, -0.21, 0.21
Acc, 7.421, -0.74, 2.84, 9.96
Gyr, 7.439, -0.65, -0.26, 0.02
Gyr, 7.444, -0.34, -0.22, -0.20
Acc, 7.448, 0.50, 0.97, 8.97
Gyr, 7.451, -0.72, 0.00, -0.29
Gyr, 7.463, -1.13, 0.25, -0.28
Acc, 7.467, 0.27, 9.63, 15.98
Gyr, 7.470, -0.92, 0.34, 0.00
Gyr, 7.474, -0.66, 0.44, -0.27
Acc, 7.488, 2.56, 0.13, 13.15
Gyr, 7.492, -0.33, 0.41, -0.15
Gyr, 7.496, 0.02, 0.29, -0.05
Acc, 7.510, -2.06, -2.99, 10.28
Gyr, 7.515, 0.21, 0.21, -0.14
Gyr, 7.519, 0.30, 0.17, -0.07
Acc, 7.530, -1.05, -2.76, 6.74
Gyr, 7.534, 0.34, 0.12, -0.08
Gyr, 7.536, 0.18, 0.10, -0.09
Acc, 7.546, -0.75, 0.96, 6.45
Gyr, 7.550, -0.05, 0.12, 0.05
Gyr, 7.553, -0.09, 0.13, 0.05
Acc, 7.558, -0.75, 0.96, 6.45
Gyr, 7.563, 0.01, 0.11, 0.01
Gyr, 7.568, 0.14, 0.08, 0.03
Acc, 7.577, -1.05, -0.79, 11.29
Gyr, 7.580, 0.27, 0.06, 0.04
Gyr, 7.588, 0.39, 0.06, 0.03
Acc, 7.601, -0.86, -0.62, 10.17
Gyr, 7.607, 0.48, 0.03, 0.03
Gyr, 7.610, 0.49, 0.02, 0.02
Acc, 7.628, -0.89, 0.08, 9.34
Gyr, 7.633, 0.45, 0.02, 0.01
Gyr, 7.637, 0.39, 0.03, 0.04
Acc, 7.653, -0.69, 0.87, 9.29
Gyr, 7.659, 0.36, 0.04, 0.06
Gyr, 7.662, 0.32, 0.04, 0.06
Acc, 7.672, -0.69, 0.87, 9.29
Gyr, 7.679, 0.27, 0.05, 0.05
Gyr, 7.697, 0.22, 0.06, 0.06
Gyr, 7.701, 0.19, 0.06, 0.06
